,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
0,https://twitter.com/RichuJay_/status/1542217467551948800,2022-06-29 18:44:31+00:00,"@SimiyuMe @Dmwaurewaihiga David Mwaure Waihiga has promised to waive all unpaid taxes immediately after he is sworn in 
@Dmwaurewaihiga @AganoPartyke 
#Badilisha","@SimiyuMe @Dmwaurewaihiga David Mwaure Waihiga has promised to waive all unpaid taxes immediately after he is sworn in 
@Dmwaurewaihiga @AganoPartyke 
#Badilisha",1542217467551948800,"{'username': 'RichuJay_', 'id': 1493590283908526080, 'displayname': 'ℙ𝕦𝕟_𝔸𝕕𝕠𝕝', 'description': 'PUN || #KTBFFH || Thick babes connoisseur || Max Verstappen || Leonardo DiCaprio', 'rawDescription': 'PUN || #KTBFFH || Thick babes connoisseur || Max Verstappen || Leonardo DiCaprio', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 2, 15, 14, 17, 44, tzinfo=datetime.timezone.utc), 'followersCount': 1348, 'friendsCount': 608, 'statusesCount': 13242, 'favouritesCount': 10312, 'listedCount': 0, 'mediaCount': 548, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1494372781701701632/1ILo-G3-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1493590283908526080/1653991788', 'label': None}",0,0,0,0,1542216374067527685,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.5422163740675277e+18,"{'username': 'SimiyuMe', 'id': 1501911372145254408, 'displayname': 'KIAMBU FINEST 🇰🇪', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'SimiyuMe', 'id': 1501911372145254408, 'displayname': 'KIAMBU FINEST 🇰🇪', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'Dmwaurewaihiga', 'id': 4848919251, 'displayname': 'David Mwaure Waihiga', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'Dmwaurewaihiga', 'id': 4848919251, 'displayname': 'David Mwaure Waihiga', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'AganoPartyke', 'id': 1313495631617495040, 'displayname': 'Agano Party', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,['Badilisha'],
1,https://twitter.com/RichuJay_/status/1542202336558415876,2022-06-29 17:44:24+00:00,"David Mwaure Waihia, Agano party presidential candidate will be launching his manifestos on Monday, 4th July here is a brief of what to expect @Dmwaurewaihiga @AganoPartyke 
#Badilisha https://t.co/mfJvtsbS9n","David Mwaure Waihia, Agano party presidential candidate will be launching his manifestos on Monday, 4th July here is a brief of what to expect @Dmwaurewaihiga @AganoPartyke 
#Badilisha https://t.co/mfJvtsbS9n",1542202336558415876,"{'username': 'RichuJay_', 'id': 1493590283908526080, 'displayname': 'ℙ𝕦𝕟_𝔸𝕕𝕠𝕝', 'description': 'PUN || #KTBFFH || Thick babes connoisseur || Max Verstappen || Leonardo DiCaprio', 'rawDescription': 'PUN || #KTBFFH || Thick babes connoisseur || Max Verstappen || Leonardo DiCaprio', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 2, 15, 14, 17, 44, tzinfo=datetime.timezone.utc), 'followersCount': 1348, 'friendsCount': 608, 'statusesCount': 13242, 'favouritesCount': 10312, 'listedCount': 0, 'mediaCount': 548, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1494372781701701632/1ILo-G3-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1493590283908526080/1653991788', 'label': None}",1,2,1,0,1542202336558415876,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1542198668723380227/pu/img/GLaTXiyslnS4XFH1.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542198668723380227/pu/vid/306x544/mwcko7U5yVinXg7f.mp4?tag=12', 'bitrate': 632000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1542198668723380227/pu/pl/Wm1wD16ii7jUaoIZ.m3u8?tag=12&container=fmp4', 'bitrate': None}], 'duration': 45.0, 'views': 84}]",,,,,"[{'username': 'Dmwaurewaihiga', 'id': 4848919251, 'displayname': 'David Waihiga Mwaure', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}, {'username': 'AganoPartyke', 'id': 1313495631617495040, 'displayname': 'Agano Party', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,['Badilisha'],
2,https://twitter.com/SteveKariukis/status/1542145819868119042,2022-06-29 13:59:49+00:00,"Agano candidate David Mwaure anaongea mbayaa🤣🤣🤣

#FreedomIsComing
#BabaNaMarthaLive https://t.co/EbyPSx4Il0","Agano candidate David Mwaure anaongea mbayaa🤣🤣🤣

#FreedomIsComing
#BabaNaMarthaLive https://t.co/EbyPSx4Il0",1542145819868119042,"{'username': 'SteveKariukis', 'id': 325340602, 'displayname': 'Steve Kariuki', 'description': '🇰🇪\xa0🇸🇻', 'rawDescription': '🇰🇪\xa0🇸🇻', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 6, 28, 4, 4, 19, tzinfo=datetime.timezone.utc), 'followersCount': 3429, 'friendsCount': 194, 'statusesCount': 251, 'favouritesCount': 81, 'listedCount': 22, 'mediaCount': 60, 'location': '𝐍𝐚𝐢𝐫𝐨𝐛𝐢,𝐊𝐞𝐧𝐲𝐚', 'protected': False, 'linkUrl': 'http://Instagram.com/stevekariukis/', 'linkTcourl': 'https://t.co/057C6kJvP8', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1284127438059053060/r8PyLfs8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/325340602/1657726620', 'label': None}",0,2,0,0,1542145819868119042,et,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1542145715509534720/pu/img/dexa_WFb7JQGLccT.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542145715509534720/pu/vid/640x360/d7FvbcNskDkpWd-J.mp4?tag=12', 'bitrate': 832000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1542145715509534720/pu/pl/W0wE19XowVnFF7GG.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542145715509534720/pu/vid/480x270/WMQkpox5JKf1loGR.mp4?tag=12', 'bitrate': 256000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542145715509534720/pu/vid/854x480/IsEHBlGgHkrG82rb.mp4?tag=12', 'bitrate': 2176000}], 'duration': 15.836, 'views': 48}]",,,,,,,,"['FreedomIsComing', 'BabaNaMarthaLive']",
3,https://twitter.com/MarakaMwanja/status/1542110770313453569,2022-06-29 11:40:33+00:00,"@kanyua_joram A good judge listens to every side before making a judgement. 
Have you listened to George Wajackoya, William Ruto and David Mwaure ?","@kanyua_joram A good judge listens to every side before making a judgement. 
Have you listened to George Wajackoya, William Ruto and David Mwaure ?",1542110770313453569,"{'username': 'MarakaMwanja', 'id': 729628905678766080, 'displayname': 'ɒįnɒwMɒʞɒɿɒM', 'description': 'a believer of spirituality,\nson, brother, husband, dad\nLiverpool Football Club', 'rawDescription': 'a believer of spirituality,\nson, brother, husband, dad\nLiverpool Football Club', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 5, 9, 11, 7, 41, tzinfo=datetime.timezone.utc), 'followersCount': 302, 'friendsCount': 405, 'statusesCount': 1948, 'favouritesCount': 13435, 'listedCount': 0, 'mediaCount': 88, 'location': 'Mombasa, Kenya', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1443851687891017729/5HOqNlPK_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/729628905678766080/1639571351', 'label': None}",0,0,1,0,1541849218566037505,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.5418492185660375e+18,"{'username': 'kanyua_joram', 'id': 1432954490576117763, 'displayname': 'J.K', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'kanyua_joram', 'id': 1432954490576117763, 'displayname': 'J.K', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
4,https://twitter.com/ViralTeaKe/status/1542076720739762177,2022-06-29 09:25:15+00:00,"NEWS JUST IN
Azimio La Umoja's, Raila Odinga, George Wajackoyah (Roots Party) and David Mwaure Waihiga (Agano Party) all walked out of a meeting between the IEBC and presidential candidates following the arrival of Deputy President William Ruto.

https://t.co/YIBGybDUBt https://t.co/Jvk1WiN10W","NEWS JUST IN
Azimio La Umoja's, Raila Odinga, George Wajackoyah (Roots Party) and David Mwaure Waihiga (Agano Party) all walked out of a meeting between the IEBC and presidential candidates following the arrival of Deputy President William Ruto.

bit.ly/3OMG2ph https://t.co/Jvk1WiN10W",1542076720739762177,"{'username': 'ViralTeaKe', 'id': 1332636092349222918, 'displayname': 'Viral Tea Kenya', 'description': 'Breaking, Viral News, Features, Original Reports, Entertainment and Videos. #NeverMissAStory', 'rawDescription': 'Breaking, Viral News, Features, Original Reports, Entertainment and Videos. #NeverMissAStory', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 11, 28, 10, 43, 12, tzinfo=datetime.timezone.utc), 'followersCount': 1263, 'friendsCount': 2764, 'statusesCount': 12845, 'favouritesCount': 435, 'listedCount': 2, 'mediaCount': 5245, 'location': 'Kenya', 'protected': False, 'linkUrl': 'http://www.viraltea.co.ke', 'linkTcourl': 'https://t.co/ePJRF034KO', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1508688049433198596/08tb8kGY_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1332636092349222918/1654790187', 'label': None}",0,0,1,0,1542076720739762177,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://bit.ly/3OMG2ph'],['https://t.co/YIBGybDUBt'],"[{'thumbnailUrl': 'https://pbs.twimg.com/tweet_video_thumb/FWaOfNoXoAgnB3i.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/FWaOfNoXoAgnB3i.mp4', 'bitrate': 0}]}]",,,,,,,,,
5,https://twitter.com/marvin_chege10/status/1542076656378052608,2022-06-29 09:24:59+00:00,"NEWS JUST IN
Azimio La Umoja's, Raila Odinga, George Wajackoyah (Roots Party) and David Mwaure Waihiga (Agano Party) all walked out of a meeting between the IEBC and presidential candidates following the arrival of Deputy President William Ruto.

https://t.co/rdGMcO9fdU","NEWS JUST IN
Azimio La Umoja's, Raila Odinga, George Wajackoyah (Roots Party) and David Mwaure Waihiga (Agano Party) all walked out of a meeting between the IEBC and presidential candidates following the arrival of Deputy President William Ruto.

bit.ly/3OMG2ph",1542076656378052608,"{'username': 'marvin_chege10', 'id': 1142771409497796608, 'displayname': 'Marvin Chege', 'description': '忍者. Journalist. Ex: @kenyans Founder & ME: @ViralTeaKe BLs: @TheStarKenya @BD_Africa @NationAfrica @PeopleDailyKe. Banter Connoisseur. Views My Own.', 'rawDescription': '忍者. Journalist. Ex: @kenyans Founder & ME: @ViralTeaKe BLs: @TheStarKenya @BD_Africa @NationAfrica @PeopleDailyKe. Banter Connoisseur. Views My Own.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 6, 23, 12, 28, 30, tzinfo=datetime.timezone.utc), 'followersCount': 1290, 'friendsCount': 4536, 'statusesCount': 64717, 'favouritesCount': 88790, 'listedCount': 2, 'mediaCount': 2598, 'location': 'Nairobi, Kenya', 'protected': False, 'linkUrl': 'http://viraltea.co.ke', 'linkTcourl': 'https://t.co/ZZvWLb82tZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1536633641614417921/ND5jOgSF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1142771409497796608/1644753067', 'label': None}",0,1,1,0,1542076656378052608,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://bit.ly/3OMG2ph'],['https://t.co/rdGMcO9fdU'],,,,,,,,,,
6,https://twitter.com/Tuko_co_ke/status/1542072431304646656,2022-06-29 09:08:12+00:00,"""Only a fool who would not pick an electronic system at the expense of a manual one.""

Agano party presidential candidate David Mwaure Waihiga slammed aspirants opposing the electronic voting system in favour of the manual one.#tukonews
https://t.co/lYvxNuWXK9","""Only a fool who would not pick an electronic system at the expense of a manual one.""

Agano party presidential candidate David Mwaure Waihiga slammed aspirants opposing the electronic voting system in favour of the manual one.#tukonews
tuko.co.ke/politics/46044…",1542072431304646656,"{'username': 'Tuko_co_ke', 'id': 3131354884, 'displayname': 'TUKO.co.ke | The Heartbeat of Kenya', 'description': 'The most popular and trusted news website in Kenya 🇰🇪\nFollow us for all trending news!\n✉️  news@tuko.co.ke', 'rawDescription': 'The most popular and trusted news website in Kenya 🇰🇪\nFollow us for all trending news!\n✉️  news@tuko.co.ke', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2015, 4, 2, 13, 49, 55, tzinfo=datetime.timezone.utc), 'followersCount': 218114, 'friendsCount': 4198, 'statusesCount': 135331, 'favouritesCount': 2040, 'listedCount': 157, 'mediaCount': 45714, 'location': 'Nairobi, Kenya', 'protected': False, 'linkUrl': 'https://tuko.co.ke/', 'linkTcourl': 'https://t.co/A7UrV1btQT', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1468989680288997386/55XKj2Cm_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3131354884/1562931358', 'label': None}",0,0,2,0,1542072431304646656,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.tuko.co.ke/politics/460449-only-a-fool-would-reject-electronic-voting-system-agano-partys-presidential-candidate-david-mwaure/'],['https://t.co/lYvxNuWXK9'],,,,,,,,,['tukonews'],
7,https://twitter.com/okoth042/status/1542054277430001665,2022-06-29 07:56:04+00:00,"@Wambuijustina Who is you to say Kenya kwisha!!!! It seems you don't even understand yourself, but just with time August 10 after your mad fellow amefail na mzee wenu. No one will even recognize you ety ulikuwa Dp presidential candidate. Heri David Mwaure na Deputy wake will be Remembered!!","@Wambuijustina Who is you to say Kenya kwisha!!!! It seems you don't even understand yourself, but just with time August 10 after your mad fellow amefail na mzee wenu. No one will even recognize you ety ulikuwa Dp presidential candidate. Heri David Mwaure na Deputy wake will be Remembered!!",1542054277430001665,"{'username': 'okoth042', 'id': 1508138472430874624, 'displayname': 'Mr. Okoth', 'description': 'Dedicated to submit Mzee Odinga and his old felllows to Force retirement on August 9th election 2022. Youths must also grow!!!', 'rawDescription': 'Dedicated to submit Mzee Odinga and his old felllows to Force retirement on August 9th election 2022. Youths must also grow!!!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 3, 27, 17, 47, 57, tzinfo=datetime.timezone.utc), 'followersCount': 31, 'friendsCount': 99, 'statusesCount': 332, 'favouritesCount': 130, 'listedCount': 0, 'mediaCount': 19, 'location': 'Kisumu', 'protected': False, 'linkUrl': 'http://Www.okothphilip.co.ke', 'linkTcourl': 'https://t.co/Dh3bL1lhPP', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1540702333176348673/4a_hLQjc_normal.jpg', 'profileBannerUrl': None, 'label': None}",0,0,0,0,1541735856087748608,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.5417358560877486e+18,"{'username': 'Wambuijustina', 'id': 1532303698675871744, 'displayname': 'HON. JUSTINA WAMBUI', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}","[{'username': 'Wambuijustina', 'id': 1532303698675871744, 'displayname': 'HON. JUSTINA WAMBUI', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,,
8,https://twitter.com/tv47ke/status/1542054218135117829,2022-06-29 07:55:50+00:00,Presidential hopeful David Mwaure alleges he won the Lamu senatorial seat in 2017 but was rigged out. #TV47News https://t.co/viMrawoUAq,Presidential hopeful David Mwaure alleges he won the Lamu senatorial seat in 2017 but was rigged out. #TV47News https://t.co/viMrawoUAq,1542054218135117829,"{'username': 'tv47ke', 'id': 3034124811, 'displayname': 'TV47 Kenya', 'description': ""Official Twitter Account for 'TV47 Kenya'. |The Home of Untold Stories |"", 'rawDescription': ""Official Twitter Account for 'TV47 Kenya'. |The Home of Untold Stories |"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 2, 13, 8, 17, 41, tzinfo=datetime.timezone.utc), 'followersCount': 54190, 'friendsCount': 816, 'statusesCount': 71793, 'favouritesCount': 14708, 'listedCount': 30, 'mediaCount': 47995, 'location': 'Nairobi, Kenya', 'protected': False, 'linkUrl': 'https://www.tv47.digital/', 'linkTcourl': 'https://t.co/wFCmJedcY4', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1546446348333027330/mQe1UiEd_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3034124811/1657538388', 'label': None}",0,0,1,0,1542054218135117829,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1542053727154196480/pu/img/7Qj7MmBBHWMV_o4V.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542053727154196480/pu/vid/640x360/ajJAfKDE74GxBaRB.mp4?tag=12', 'bitrate': 832000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1542053727154196480/pu/pl/kp5WZXY7kU_9H7V2.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542053727154196480/pu/vid/480x270/fIViX0waaP1Zfl6A.mp4?tag=12', 'bitrate': 256000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542053727154196480/pu/vid/1280x720/C7rZQAL-CJizIFoJ.mp4?tag=12', 'bitrate': 2176000}], 'duration': 53.0, 'views': 206}]",,,,,,,,['TV47News'],
9,https://twitter.com/lookuptv/status/1542054021908807681,2022-06-29 07:55:03+00:00,"We in Agano, and myself as the presidential candidate, have no problem with the Electronic Voter Identification ~ David Mwaure Waihiga. ^SO
 #LookUPTV https://t.co/ZH376qA05X","We in Agano, and myself as the presidential candidate, have no problem with the Electronic Voter Identification ~ David Mwaure Waihiga. ^SO
 #LookUPTV https://t.co/ZH376qA05X",1542054021908807681,"{'username': 'lookuptv', 'id': 1216601518071259137, 'displayname': 'LOOK-UP TV', 'description': 'We are a free to air fully commercial and solutions focused TV station. We are available on GoTV and StarTimes VIA SIGNET FREE TO AIR. +254 700 893 542', 'rawDescription': 'We are a free to air fully commercial and solutions focused TV station. We are available on GoTV and StarTimes VIA SIGNET FREE TO AIR. +254 700 893 542', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 1, 13, 6, 5, 28, tzinfo=datetime.timezone.utc), 'followersCount': 5075, 'friendsCount': 2872, 'statusesCount': 27815, 'favouritesCount': 32505, 'listedCount': 2, 'mediaCount': 17080, 'location': 'Amboseli Gardens, Lavington ', 'protected': False, 'linkUrl': 'http://www.look-up.tv/', 'linkTcourl': 'https://t.co/Z06ThxOXAo', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1524324978627334150/G0lOVGb0_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1216601518071259137/1657795822', 'label': None}",0,0,0,0,1542054021908807681,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1542053436878888961/pu/img/ci8oO90iRuEvkMKv.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542053436878888961/pu/vid/480x270/KSB5ortrO87VD4tc.mp4?tag=12', 'bitrate': 256000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1542053436878888961/pu/pl/-bvKh1Nrq-7Uv5L3.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542053436878888961/pu/vid/640x360/_icmhz_Shnqh5fMx.mp4?tag=12', 'bitrate': 832000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1542053436878888961/pu/vid/1280x720/duMiFGq8d4hnSDtC.mp4?tag=12', 'bitrate': 2176000}], 'duration': 72.319, 'views': 22}]",,,,,,,,['LookUPTV'],
